Cell Type	TF/DNase/HistoneMark	Treatment	File accession	AUC	AUPRC	AUPRC Baseline
K562	MAZ	None	wgEncodeAwgTfbsSydhK562Mazab85725IggrabUniPk.narrowPeak	0,960352133431713	0,450345658298962	0,018548472168501
K562	Mxi1	None	wgEncodeAwgTfbsSydhK562Mxi1af4185IggrabUniPk.narrowPeak	0,967138874826535	0,199270660631919	0,00352948415907732
K562	NELFe	None	wgEncodeAwgTfbsSydhK562NelfeUniPk.narrowPeak	0,964381960671432	0,0415698329205236	0,000254931608003094
K562	NF-E2	None	wgEncodeAwgTfbsSydhK562Nfe2UniPk.narrowPeak	0,977988323584861	0,151908024161025	0,00087467913780372
K562	NF-YA	None	wgEncodeAwgTfbsSydhK562NfyaUniPk.narrowPeak	0,987424695826855	0,351769822684079	0,00161749709905412
K562	NF-YB	None	wgEncodeAwgTfbsSydhK562NfybUniPk.narrowPeak	0,984701090433598	0,51082726636482	0,00408769647315306
K562	Nrf1	None	wgEncodeAwgTfbsSydhK562Nrf1IggrabUniPk.narrowPeak	0,983965800973	0,343840533643344	0,00152079890291501
K562	p300	None	wgEncodeAwgTfbsSydhK562P300IggrabUniPk.narrowPeak	0,923888769346025	0,22826037914071	0,0132388621259538
K562	Pol2	IFNa30	wgEncodeAwgTfbsSydhK562Pol2Ifna30UniPk.narrowPeak	0,963741274805453	0,441667998349123	0,00809627624037413
K562	Pol2	IFNa6h	wgEncodeAwgTfbsSydhK562Pol2Ifna6hUniPk.narrowPeak	0,961840019557568	0,442948078275529	0,00774904180878371
K562	Pol2	IFNg30	wgEncodeAwgTfbsSydhK562Pol2Ifng30UniPk.narrowPeak	0,958878363463223	0,434422017530409	0,00835999859348078
K562	Pol2	IFNg6h	wgEncodeAwgTfbsSydhK562Pol2Ifng6hUniPk.narrowPeak	0,960834777440664	0,492370237195862	0,00871162839762298
K562	Pol2	None	wgEncodeAwgTfbsSydhK562Pol2IggmusUniPk.narrowPeak	0,917259478545825	0,127242824517804	0,00792925208340659
K562	Pol2(phosphoS2)	None	wgEncodeAwgTfbsSydhK562Pol2s2IggrabUniPk.narrowPeak	0,886828058034797	0,0834589533324528	0,00370090368859665
K562	Pol2(phosphoS2)	None	wgEncodeAwgTfbsSydhK562Pol2s2UniPk.narrowPeak	0,797058054397269	0,00823177997493251	1,25E-03
K562	Pol2	None	wgEncodeAwgTfbsSydhK562Pol2UniPk.narrowPeak	0,960974956971522	0,481138469233337	0,0092742360842505
K562	Pol3	None	wgEncodeAwgTfbsSydhK562Pol3UniPk.narrowPeak	0,890884396798397	2,01E-05	4,40E-06
K562	Rad21	None	wgEncodeAwgTfbsSydhK562Rad21UniPk.narrowPeak	0,99379206898395	0,579176703867014	0,00662822180808045
K562	RFX5	None	wgEncodeAwgTfbsSydhK562Rfx5IggrabUniPk.narrowPeak	0,859807841632363	0,0414991994353589	0,00080435317697528
K562	RPC155	None	wgEncodeAwgTfbsSydhK562Rpc155UniPk.narrowPeak	0,927892057094132	0,043944471558333	0,000716445725939731
K562	SETDB1	MNaseD	wgEncodeAwgTfbsSydhK562Setdb1MnasedUcdUniPk.narrowPeak	0,906713254978014	0,0795104249877693	0,00162628784415767
K562	SETDB1	None	wgEncodeAwgTfbsSydhK562Setdb1UcdUniPk.narrowPeak	0,947483510954777	0,0834717709140015	0,00240426878582229
K562	SIRT6	None	wgEncodeAwgTfbsSydhK562Sirt6UniPk.narrowPeak	0,961653335212343	0,0714029512048078	0,00132300713808502
K562	SMC3	None	wgEncodeAwgTfbsSydhK562Smc3ab9263IggrabUniPk.narrowPeak	0,988945081344091	0,636841592144206	0,0106983367910264
K562	STAT1	IFNa30	wgEncodeAwgTfbsSydhK562Stat1Ifna30UniPk.narrowPeak	0,953951969670254	0,0473322881397821	0,000751608706353951
K562	STAT1	IFNa6h	wgEncodeAwgTfbsSydhK562Stat1Ifna6hUniPk.narrowPeak	0,947853716487024	0,0324300656635204	0,000681282745525511
K562	STAT1	IFNg30	wgEncodeAwgTfbsSydhK562Stat1Ifng30UniPk.narrowPeak	0,943786191723745	0,113209531705204	0,00098016807904638
K562	STAT1	IFNg6h	wgEncodeAwgTfbsSydhK562Stat1Ifng6hUniPk.narrowPeak	0,938983931783432	0,0731235804008314	0,00103291254966771
K562	STAT2	IFNa30	wgEncodeAwgTfbsSydhK562Stat2Ifna30UniPk.narrowPeak	0,963029731732958	0,0622482964612205	0,00156475262843279
K562	STAT2	IFNa6h	wgEncodeAwgTfbsSydhK562Stat2Ifna6hUniPk.narrowPeak	0,945908447100337	0,0425177545475864	0,000918632863321495
K562	TAL1	None	wgEncodeAwgTfbsSydhK562Tal1sc12984IggmusUniPk.narrowPeak	0,956098690297944	0,319199042293457	0,011238967614895
K562	TBLR1	None	wgEncodeAwgTfbsSydhK562Tblr1ab24550IggrabUniPk.narrowPeak	0,938348495941043	0,0863529584706264	0,00281743380568937
K562	TBLR1	None	wgEncodeAwgTfbsSydhK562Tblr1nb600270IggrabUniPk.narrowPeak	0,957451022920246	0,180578023282235	0,00427230212032772
K562	TBP	None	wgEncodeAwgTfbsSydhK562TbpIggmusUniPk.narrowPeak	0,944047109284454	0,346892148791649	0,0089226062801083
K562	TFIIIC-110	None	wgEncodeAwgTfbsSydhK562Tf3c110UniPk.narrowPeak	0,896968084482633	0,035510961866486	0,000527444706213299
K562	TR4	None	wgEncodeAwgTfbsSydhK562Tr4UcdUniPk.narrowPeak	0,937422650304162	0,023544400371087	0,000334048313935089
K562	UBF	None	wgEncodeAwgTfbsSydhK562Ubfsc13125IggmusUniPk.narrowPeak	0,978336658005808	0,197073942556363	0,00370529906114842
K562	UBTF	None	wgEncodeAwgTfbsSydhK562Ubtfsab1404509IggmusUniPk.narrowPeak	0,963889908880304	0,279959534936709	0,00869844227996765
K562	USF2	None	wgEncodeAwgTfbsSydhK562Usf2IggrabUniPk.narrowPeak	0,98082397314222	0,384366637096629	0,00111642462815148
K562	YY1	None	wgEncodeAwgTfbsSydhK562Yy1UcdUniPk.narrowPeak	0,989605581660169	0,40570906641108	0,00191198706002321
K562	Znf143	None	wgEncodeAwgTfbsSydhK562Znf143IggrabUniPk.narrowPeak	0,947255307829508	0,524734992756818	0,0135377474594747
K562	ZNF263	None	wgEncodeAwgTfbsSydhK562Znf263UcdUniPk.narrowPeak	0,958072087753513	0,134097400653354	0,00202626674636942
K562	ZNF274	None	wgEncodeAwgTfbsSydhK562Znf274m01UcdUniPk.narrowPeak	0,90701775753994	0,239514343740789	0,00225922149161363
K562	ZNF274	None	wgEncodeAwgTfbsSydhK562Znf274UcdUniPk.narrowPeak	0,955764053031958	0,335516400708549	0,000202187137381765
MCF10A-Er-Src	c-Fos	EtOH_0.01pct	wgEncodeAwgTfbsSydhMcf10aesCfosEtoh01HvdUniPk.narrowPeak	0,963784785583932	0,508259815294231	0,028939132880903
MCF10A-Er-Src	c-Fos	4OHTAM_1uM_12hr	wgEncodeAwgTfbsSydhMcf10aesCfosTam112hHvdUniPk.narrowPeak	0,959944882361442	0,548736174074916	0,0398176799465523
MCF10A-Er-Src	c-Fos	4OHTAM_1uM_4hr	wgEncodeAwgTfbsSydhMcf10aesCfosTam14hHvdUniPk.narrowPeak	0,95851287774131	0,516513864503725	0,037650761278526
MCF10A-Er-Src	c-Fos	4OHTAM_1uM_36hr	wgEncodeAwgTfbsSydhMcf10aesCfosTamHvdUniPk.narrowPeak	0,966971328340694	0,552740974000523	0,0329037589226063
MCF10A-Er-Src	c-Myc	EtOH_0.01pct	wgEncodeAwgTfbsSydhMcf10aesCmycEtoh01HvdUniPk.narrowPeak	0,935641806992331	0,315060191248418	0,0197000597770667
MCF10A-Er-Src	c-Myc	4OHTAM_1uM_4hr	wgEncodeAwgTfbsSydhMcf10aesCmycTam14hHvdUniPk.narrowPeak	0,943119386644527	0,301613928373002	0,0158013643236401
MCF10A-Er-Src	E2F4	4OHTAM_1uM_36hr	wgEncodeAwgTfbsSydhMcf10aesE2f4TamHvdUniPk.narrowPeak	0,95154602337843	0,348284319521022	0,00757322690671261
MCF10A-Er-Src	Pol2	EtOH_0.01pct	wgEncodeAwgTfbsSydhMcf10aesPol2Etoh01UniPk.narrowPeak	0,919756970830954	0,476835461769373	0,0163507858926123
MCF10A-Er-Src	Pol2	4OHTAM_1uM_36hr	wgEncodeAwgTfbsSydhMcf10aesPol2TamUniPk.narrowPeak	0,935138105683779	0,506956528563591	0,0132916065965751
MCF10A-Er-Src	STAT3	EtOH_0.01pct_4hr	wgEncodeAwgTfbsSydhMcf10aesStat3Etoh01bUniPk.narrowPeak	0,938500044572651	0,358968864634029	0,0251810893491332
MCF10A-Er-Src	STAT3	EtOH_0.01pct_12hr	wgEncodeAwgTfbsSydhMcf10aesStat3Etoh01cUniPk.narrowPeak	0,938311222210074	0,35779452916869	0,0241130138190513
MCF10A-Er-Src	STAT3	EtOH_0.01pct	wgEncodeAwgTfbsSydhMcf10aesStat3Etoh01UniPk.narrowPeak	0,948802012031093	0,22390792794487	0,00722159710257041
MCF10A-Er-Src	STAT3	4OHTAM_1uM_12hr	wgEncodeAwgTfbsSydhMcf10aesStat3Tam112hHvdUniPk.narrowPeak	0,940365076429027	0,344091073606294	0,0207769260522522
MCF10A-Er-Src	STAT3	4OHTAM_1uM_36hr	wgEncodeAwgTfbsSydhMcf10aesStat3TamUniPk.narrowPeak	0,935409157811149	0,381194589189472	0,0277304054291642
MCF-7	GATA3	None	wgEncodeAwgTfbsSydhMcf7Gata3sc269UcdUniPk.narrowPeak	0,882689026180179	0,133783143758566	0,0121663912233201
MCF-7	GATA3	None	wgEncodeAwgTfbsSydhMcf7Gata3UcdUniPk.narrowPeak	0,884446631742132	0,0738018703838957	0,00661503569042512
MCF-7	HA-E2F1	None	wgEncodeAwgTfbsSydhMcf7Hae2f1UcdUniPk.narrowPeak	0,948594116610041	0,441772428648285	0,0184078202468441
MCF-7	TCF7L2	None	wgEncodeAwgTfbsSydhMcf7Tcf7l2UcdUniPk.narrowPeak	0,854328688867018	0,0935340917973729	0,0100610077710187
MCF-7	ZNF217	None	wgEncodeAwgTfbsSydhMcf7Znf217UcdUniPk.narrowPeak	0,845105761599704	0,110504419388179	0,0125312071451176
NB4	c-Myc	None	wgEncodeAwgTfbsSydhNb4CmycUniPk.narrowPeak	0,951126091029877	0,314941094019352	0,0138102605576849
NB4	Max	None	wgEncodeAwgTfbsSydhNb4MaxUniPk.narrowPeak	0,949470627000161	0,344680837918803	0,0157969689510883
NB4	Pol2	None	wgEncodeAwgTfbsSydhNb4Pol2UniPk.narrowPeak	0,974452889825088	0,504550441162972	0,00856658110341433
NT2-D1	SUZ12	None	wgEncodeAwgTfbsSydhNt2d1Suz12UcdUniPk.narrowPeak	0,968065880424039	0,207932397265154	0,00428109286543127
NT2-D1	YY1	None	wgEncodeAwgTfbsSydhNt2d1Yy1UcdUniPk.narrowPeak	0,97837434161361	0,312274945237983	0,00234712894264918
NT2-D1	ZNF274	None	wgEncodeAwgTfbsSydhNt2d1Znf274UcdUniPk.narrowPeak	0,916207140364191	0,296240610570913	0,000602166039593516
PANC-1	TCF7L2	None	wgEncodeAwgTfbsSydhPanc1Tcf7l2UcdUniPk.narrowPeak	0,848677091623393	0,082182794594412	0,00867646541720876
PBDEFetal	GATA1	None	wgEncodeAwgTfbsSydhPbdefetalGata1UcdUniPk.narrowPeak	0,977962325004807	0,153185078407841	0,00176693976581455
PBDE	GATA1	None	wgEncodeAwgTfbsSydhPbdeGata1UcdUniPk.narrowPeak	0,915923305653876	0,261466394403976	0,0209703224445304
PBDE	Pol2	None	wgEncodeAwgTfbsSydhPbdePol2UcdUniPk.narrowPeak	0,952697223934962	0,500778397385032	0,0134014909103696
Raji	Pol2	None	wgEncodeAwgTfbsSydhRajiPol2UcdUniPk.narrowPeak	0,951517191319681	0,555992644790146	0,0124213228313232
SH-SY5Y	GATA2	None	wgEncodeAwgTfbsSydhShsy5yGata2UcdUniPk.narrowPeak	0,917607875444664	0,30684299384233	0,0255942543690003
SH-SY5Y	GATA3	None	wgEncodeAwgTfbsSydhShsy5yGata3sc269sc269UcdUniPk.narrowPeak	0,922760287621418	0,20656120383498	0,0140300291852737
U2OS	KAP1	None	wgEncodeAwgTfbsSydhU2osKap1UcdUniPk.narrowPeak	0,847567838888419	0,120925562032738	0,013432258518232
U2OS	SETDB1	None	wgEncodeAwgTfbsSydhU2osSetdb1UcdUniPk.narrowPeak	0,891739627791266	0,353962282747606	0,0220340026020606
K562	eGFP-FOS	None	wgEncodeAwgTfbsUchicagoK562EfosUniPk.narrowPeak	0,980419496970946	0,317314365128724	0,00497556172861212
K562	eGFP-GATA2	None	wgEncodeAwgTfbsUchicagoK562Egata2UniPk.narrowPeak	0,933816855718021	0,187498156482542	0,00877316361334787
K562	eGFP-HDAC8	None	wgEncodeAwgTfbsUchicagoK562Ehdac8UniPk.narrowPeak	0,885867671327098	0,0204910565543091	0,00114719223601392
K562	eGFP-JunB	None	wgEncodeAwgTfbsUchicagoK562EjunbUniPk.narrowPeak	0,959344022667925	0,23029310211632	0,00788090298533704
K562	eGFP-JunD	None	wgEncodeAwgTfbsUchicagoK562EjundUniPk.narrowPeak	0,919036699490938	0,264769082478153	0,0181748655015999
A549	CTCF	None	wgEncodeAwgTfbsUtaA549CtcfUniPk.narrowPeak	0,979438239545846	0,63415514317598	0,0210098807974964
A549	Pol2	None	wgEncodeAwgTfbsUtaA549Pol2UniPk.narrowPeak	0,983537983055681	0,475274532570082	0,00810067161292591
Fibrobl	CTCF	None	wgEncodeAwgTfbsUtaFibroblCtcfUniPk.narrowPeak	0,98166787200687	0,587658870042279	0,0149750342839059
Gliobla	CTCF	None	wgEncodeAwgTfbsUtaGlioblaCtcfUniPk.narrowPeak	0,979205239446492	0,653189392987774	0,0219680720137839
Gliobla	Pol2	None	wgEncodeAwgTfbsUtaGlioblaPol2UniPk.narrowPeak	0,982239475179986	0,447791286133475	0,00690952565139421
GM12878	c-Myc	None	wgEncodeAwgTfbsUtaGm12878CmycUniPk.narrowPeak	0,981507602827622	0,253663773984541	0,0035338795316291
GM12878	CTCF	None	wgEncodeAwgTfbsUtaGm12878CtcfUniPk.narrowPeak	0,985473250082203	0,611921664299013	0,0151552445585288
GM12878	Pol2	None	wgEncodeAwgTfbsUtaGm12878Pol2UniPk.narrowPeak	0,942645883318747	0,42038271069695	0,00998628643763845
GM12891	CTCF	None	wgEncodeAwgTfbsUtaGm12891CtcfUniPk.narrowPeak	0,982033750172354	0,564659721621794	0,0131026055768487
GM12892	CTCF	None	wgEncodeAwgTfbsUtaGm12892CtcfUniPk.narrowPeak	0,976850555838526	0,555456562288605	0,0156431309117761
GM19238	CTCF	None	wgEncodeAwgTfbsUtaGm19238CtcfUniPk.narrowPeak	0,977065790771237	0,591067878113423	0,0169573473047576
GM19239	CTCF	None	wgEncodeAwgTfbsUtaGm19239CtcfUniPk.narrowPeak	0,981206568161501	0,522549675670625	0,0128872323218116
GM19240	CTCF	None	wgEncodeAwgTfbsUtaGm19240CtcfUniPk.narrowPeak	0,982284462895309	0,613013523718191	0,0143508913815535
H1-hESC	c-Myc	None	wgEncodeAwgTfbsUtaH1hescCmycUniPk.narrowPeak	0,912264644135043	0,0203110020279879	0,00092742360842505
H1-hESC	CTCF	None	wgEncodeAwgTfbsUtaH1hescCtcfUniPk.narrowPeak	0,986843822159148	0,546114779388199	0,0122850662822181
H1-hESC	Pol2	None	wgEncodeAwgTfbsUtaH1hescPol2UniPk.narrowPeak	0,955230212577354	0,452037659163708	0,00870283765251943
HeLa-S3	c-Myc	None	wgEncodeAwgTfbsUtaHelas3CmycUniPk.narrowPeak	0,953793902107151	0,0928043514005345	0,00227240760926896
HeLa-S3	CTCF	None	wgEncodeAwgTfbsUtaHelas3CtcfUniPk.narrowPeak	0,983390666914284	0,587550666505731	0,0170013010302753
HeLa-S3	Pol2	None	wgEncodeAwgTfbsUtaHelas3Pol2UniPk.narrowPeak	0,949030559076726	0,498804723203299	0,0133091880867822
HepG2	c-Myc	None	wgEncodeAwgTfbsUtaHepg2CmycUniPk.narrowPeak	0,985493685710137	0,143729076653939	0,00141091458912057
HepG2	CTCF	None	wgEncodeAwgTfbsUtaHepg2CtcfUniPk.narrowPeak	0,993867968345194	0,734373998452653	0,010351102359436
HepG2	Pol2	None	wgEncodeAwgTfbsUtaHepg2Pol2UniPk.narrowPeak	0,935757735005138	0,392491932379832	0,01070712753613
HUVEC	c-Myc	None	wgEncodeAwgTfbsUtaHuvecCmycUniPk.narrowPeak	0,977416010014579	0,170493508780849	0,00191638243257499
HUVEC	CTCF	None	wgEncodeAwgTfbsUtaHuvecCtcfUniPk.narrowPeak	0,985417703609742	0,555592874414328	0,013036674988572
HUVEC	Pol2	None	wgEncodeAwgTfbsUtaHuvecPol2UniPk.narrowPeak	0,977861799198776	0,454441490978221	0,00567003059179296
K562	c-Myc	None	wgEncodeAwgTfbsUtaK562CmycUniPk.narrowPeak	0,978468128984719	0,204334169132766	0,00293610886458736
K562	CTCF	None	wgEncodeAwgTfbsUtaK562CtcfUniPk.narrowPeak	0,985276433089367	0,593479105148106	0,015229965891909
K562	Pol2	None	wgEncodeAwgTfbsUtaK562Pol2UniPk.narrowPeak	0,948191161547379	0,431041437109134	0,0109620591441331
MCF-7	c-Myc	estrogen	wgEncodeAwgTfbsUtaMcf7CmycEstroUniPk.narrowPeak	0,954362689595563	0,202978408871564	0,00426790674777594
MCF-7	c-Myc	serum_stimulated_media	wgEncodeAwgTfbsUtaMcf7CmycSerumstimUniPk.narrowPeak	0,969123341406218	0,353546637749443	0,0120125531840079
MCF-7	c-Myc	serum_starved_media	wgEncodeAwgTfbsUtaMcf7CmycSerumstvdUniPk.narrowPeak	0,964784200509419	0,142039047689896	0,00294489960969092
MCF-7	c-Myc	vehicle	wgEncodeAwgTfbsUtaMcf7CmycVehUniPk.narrowPeak	0,949546075203112	0,358345551492789	0,0161222265199198
MCF-7	CTCF	estrogen	wgEncodeAwgTfbsUtaMcf7CtcfEstroUniPk.narrowPeak	0,980948526471584	0,585094320437093	0,0232075670733851
MCF-7	CTCF	serum_stimulated_media	wgEncodeAwgTfbsUtaMcf7CtcfSerumstimUniPk.narrowPeak	0,980036950551393	0,603730815937107	0,020504412954042
MCF-7	CTCF	serum_starved_media	wgEncodeAwgTfbsUtaMcf7CtcfSerumstvdUniPk.narrowPeak	0,978199866936367	0,582772955050932	0,0195022680122367
MCF-7	CTCF	None	wgEncodeAwgTfbsUtaMcf7CtcfUniPk.narrowPeak	0,979445882760342	0,599036769250115	0,0199374098948627
MCF-7	CTCF	vehicle	wgEncodeAwgTfbsUtaMcf7CtcfVehUniPk.narrowPeak	0,975924418244245	0,642824292294381	0,0314840535883822
MCF-7	Pol2	serum_stimulated_media	wgEncodeAwgTfbsUtaMcf7Pol2SerumstimUniPk.narrowPeak	0,974666729531695	0,553396105755525	0,0116960863602799
MCF-7	Pol2	serum_starved_media	wgEncodeAwgTfbsUtaMcf7Pol2SerumstvdUniPk.narrowPeak	0,972229389805303	0,470978996129099	0,00933137592742361
MCF-7	Pol2	None	wgEncodeAwgTfbsUtaMcf7Pol2UniPk.narrowPeak	0,929799687539817	0,391960391040791	0,0101708920848131
NHEK	CTCF	None	wgEncodeAwgTfbsUtaNhekCtcfUniPk.narrowPeak	0,980631381148758	0,622966711117835	0,0166892295790991
ProgFib	CTCF	None	wgEncodeAwgTfbsUtaProgfibCtcfUniPk.narrowPeak	0,98364282816569	0,562150929820682	0,0139025633812722
ProgFib	Pol2	None	wgEncodeAwgTfbsUtaProgfibPol2UniPk.narrowPeak	0,951535351120024	0,423878667428866	0,00872041914272654
A549	CTCF	None	wgEncodeAwgTfbsUwA549CtcfUniPk.narrowPeak	0,979687351663557	0,643500032244225	0,024139386054362
AG04449	CTCF	None	wgEncodeAwgTfbsUwAg04449CtcfUniPk.narrowPeak	0,983731802297983	0,618192588171741	0,0153046872252892
AG04450	CTCF	None	wgEncodeAwgTfbsUwAg04450CtcfUniPk.narrowPeak	0,976416474594583	0,61881196074488	0,0223680509159956
AG09309	CTCF	None	wgEncodeAwgTfbsUwAg09309CtcfUniPk.narrowPeak	0,982668654292643	0,663264849105462	0,0212867892682584
AG09319	CTCF	None	wgEncodeAwgTfbsUwAg09319CtcfUniPk.narrowPeak	0,978336313809654	0,648423264242794	0,0226229825239987
AG10803	CTCF	None	wgEncodeAwgTfbsUwAg10803CtcfUniPk.narrowPeak	0,977383406498261	0,620231533698272	0,0197967579732058
AoAF	CTCF	None	wgEncodeAwgTfbsUwAoafCtcfUniPk.narrowPeak	0,979360564046253	0,598377934365427	0,0167287879320651
BE2_C	CTCF	None	wgEncodeAwgTfbsUwBe2cCtcfUniPk.narrowPeak	0,974790176200522	0,662828033591621	0,028820457822005
BJ	CTCF	None	wgEncodeAwgTfbsUwBjCtcfUniPk.narrowPeak	0,977945020013537	0,656495274107016	0,0219680720137839
Caco-2	CTCF	None	wgEncodeAwgTfbsUwCaco2CtcfUniPk.narrowPeak	0,988277636142642	0,685641014740917	0,0164650655789585
GM06990	CTCF	None	wgEncodeAwgTfbsUwGm06990CtcfUniPk.narrowPeak	0,981468520404244	0,652059826238691	0,0216208375821935
GM12801	CTCF	None	wgEncodeAwgTfbsUwGm12801CtcfUniPk.narrowPeak	0,996388547105495	0,25909422617536	0,00127905341256725
GM12864	CTCF	None	wgEncodeAwgTfbsUwGm12864CtcfUniPk.narrowPeak	0,981514160257081	0,658750228594104	0,0217043496606772
GM12865	CTCF	None	wgEncodeAwgTfbsUwGm12865CtcfUniPk.narrowPeak	0,983904589823593	0,676004187327968	0,0191989873061641
GM12872	CTCF	None	wgEncodeAwgTfbsUwGm12872CtcfUniPk.narrowPeak	0,981528219804124	0,660474649001014	0,0222317943668905
GM12873	CTCF	None	wgEncodeAwgTfbsUwGm12873CtcfUniPk.narrowPeak	0,978608356561555	0,668114722013539	0,0235548015049756
GM12874	CTCF	None	wgEncodeAwgTfbsUwGm12874CtcfUniPk.narrowPeak	0,98839446402533	0,662561726862515	0,0156695031470867
GM12875	CTCF	None	wgEncodeAwgTfbsUwGm12875CtcfUniPk.narrowPeak	0,987006148622215	0,661402221551517	0,0170013010302753
GM12878	CTCF	None	wgEncodeAwgTfbsUwGm12878CtcfUniPk.narrowPeak	0,987368435451797	0,668967949273463	0,0165969267555118
HAc	CTCF	None	wgEncodeAwgTfbsUwHacCtcfUniPk.narrowPeak	0,975613821152553	0,644023163906042	0,0253964626041703
HA-sp	CTCF	None	wgEncodeAwgTfbsUwHaspCtcfUniPk.narrowPeak	0,983502300723799	0,665885169969995	0,0198275255810683
HBMEC	CTCF	None	wgEncodeAwgTfbsUwHbmecCtcfUniPk.narrowPeak	0,975665601018452	0,654793699366081	0,02690407538943
HCFaa	CTCF	None	wgEncodeAwgTfbsUwHcfaaCtcfUniPk.narrowPeak	0,98329408649433	0,640081418502601	0,0179243292661486
HCM	CTCF	None	wgEncodeAwgTfbsUwHcmCtcfUniPk.narrowPeak	0,973604250755609	0,657761989509876	0,0292292274693203
HCPEpiC	CTCF	None	wgEncodeAwgTfbsUwHcpeCtcfUniPk.narrowPeak	0,973270922442056	0,653601845580908	0,0280600583705475
HCT-116	CTCF	None	wgEncodeAwgTfbsUwHct116CtcfUniPk.narrowPeak	0,980597413665003	0,655867401481226	0,0243635500545026
HEEpiC	CTCF	None	wgEncodeAwgTfbsUwHeeCtcfUniPk.narrowPeak	0,977437763714143	0,636391002657685	0,0229834030732445
HEK293	CTCF	None	wgEncodeAwgTfbsUwHek293CtcfUniPk.narrowPeak	0,985172767261435	0,653298775814201	0,0193440346003727
HeLa-S3	CTCF	None	wgEncodeAwgTfbsUwHelas3CtcfUniPk.narrowPeak	0,986136885617838	0,647309238686397	0,0170628362460002
HepG2	CTCF	None	wgEncodeAwgTfbsUwHepg2CtcfUniPk.narrowPeak	0,985827054305701	0,645596638814804	0,0184385878547066
HFF	CTCF	None	wgEncodeAwgTfbsUwHffCtcfUniPk.narrowPeak	0,985359606481624	0,650015849285998	0,0176254439326277
HFF-Myc	CTCF	None	wgEncodeAwgTfbsUwHffmycCtcfUniPk.narrowPeak	0,979757933254691	0,671930766305163	0,0271150532719153
HL-60	CTCF	None	wgEncodeAwgTfbsUwHl60CtcfUniPk.narrowPeak	0,995345790227892	0,671384144271274	0,00728752769084708
HMEC	CTCF	None	wgEncodeAwgTfbsUwHmecCtcfUniPk.narrowPeak	0,976528422135682	0,645117425742842	0,0241965258975351
HMF	CTCF	None	wgEncodeAwgTfbsUwHmfCtcfUniPk.narrowPeak	0,97929173752199	0,642633556899719	0,0243547593093991
HPAF	CTCF	None	wgEncodeAwgTfbsUwHpafCtcfUniPk.narrowPeak	0,97462023216037	0,656798159162072	0,0277040331938535
HPF	CTCF	None	wgEncodeAwgTfbsUwHpfCtcfUniPk.narrowPeak	0,980724018701577	0,625218412245852	0,0197044551496185
HRE	CTCF	None	wgEncodeAwgTfbsUwHreCtcfUniPk.narrowPeak	0,983126406350341	0,65448814742447	0,0199813636203805
HRPEpiC	CTCF	None	wgEncodeAwgTfbsUwHrpeCtcfUniPk.narrowPeak	0,982951122050014	0,655271501481019	0,0224251907591687
HUVEC	CTCF	None	wgEncodeAwgTfbsUwHuvecCtcfUniPk.narrowPeak	0,987347169076859	0,66830058096075	0,0153178733429445
HVMF	CTCF	None	wgEncodeAwgTfbsUwHvmfCtcfUniPk.narrowPeak	0,978605559715187	0,655510177348143	0,0232910791518689
K562	CTCF	None	wgEncodeAwgTfbsUwK562CtcfUniPk.narrowPeak	0,985286372148358	0,635976516469797	0,0184210063644995
MCF-7	CTCF	None	wgEncodeAwgTfbsUwMcf7CtcfUniPk.narrowPeak	0,979258002757751	0,631586361955107	0,0270886810366047
NB4	CTCF	None	wgEncodeAwgTfbsUwNb4CtcfUniPk.narrowPeak	0,989652400132027	0,677453856374637	0,0154761067548085
NHDF-neo	CTCF	None	wgEncodeAwgTfbsUwNhdfneoCtcfUniPk.narrowPeak	0,973276768370847	0,627602994659876	0,0234844755441471
NHEK	CTCF	None	wgEncodeAwgTfbsUwNhekCtcfUniPk.narrowPeak	0,980588746902247	0,650992765420115	0,0218406062097823
NHLF	CTCF	None	wgEncodeAwgTfbsUwNhlfCtcfUniPk.narrowPeak	0,981196103075256	0,598396684837901	0,0168606491086184
RPTEC	CTCF	None	wgEncodeAwgTfbsUwRptecCtcfUniPk.narrowPeak	0,976169465210458	0,701720363769469	0,0306489328035444
SAEC	CTCF	None	wgEncodeAwgTfbsUwSaecCtcfUniPk.narrowPeak	0,985076565761107	0,674704894086434	0,0183594711487746
SK-N-SH_RA	CTCF	None	wgEncodeAwgTfbsUwSknshraCtcfUniPk.narrowPeak	0,98717138299715	0,675792278004772	0,0166804388339956
WERI-Rb-1	CTCF	None	wgEncodeAwgTfbsUwWerirb1CtcfUniPk.narrowPeak	0,98483418595273	0,625612009958758	0,0192649178944407
WI-38	CTCF	None	wgEncodeAwgTfbsUwWi38CtcfUniPk.narrowPeak	0,934407177334302	0,688744263445394	0,0935071556665143
H1-hESC	H2AK5ac	None	E003-H2AK5ac.narrowPeak	0,852599168712365	0,347777832751116	0,0439405394001196
H1-hESC	H2AZ	None	E003-H2A.Z.narrowPeak	0,880007212110896	0,161284776745181	0,0118762966349028
H1-hESC	H2BK120ac	None	E003-H2BK120ac.narrowPeak	0,799273689507471	0,0554750813048598	0,0111422694187559
H1-hESC	H2BK12ac	None	E003-H2BK12ac.narrowPeak	0,85787395746771	0,161410344697237	0,0248646225254053
H1-hESC	H2BK15ac	None	E003-H2BK15ac.narrowPeak	0,887357172222218	0,122789644071524	0,00713368965153486
